,Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Sector,Industry,City,State,Zip,Website,Ticker,CEO
446743,125824837205384,3 to 12 Years,MBA,$58K-$119K,Seoul,North Korea,40.3399,127.5101,Full-Time,69917,2022-02-19,Male,Heather Velasquez,502.926.2924x346,IT Support Specialist,Desktop Support Technician,SimplyHired,"Desktop Support Technicians troubleshoot and maintain desktop computer systems, resolving hardware and software problems for users.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Desktop hardware and software troubleshooting Operating system expertise (e.g., Windows, macOS) Remote desktop support Hardware and software upgrades Customer service skills","Install, configure, and maintain desktop computers and peripherals. Perform hardware and software upgrades and repairs. Manage IT inventory and asset tracking.",W.R. Berkley,Insurance,Insurance: Property and Casualty (Stock),Greenwich,Connecticut,6830,www.berkley.com,WRB,Robert Berkley
1549748,2589989348403581,2 to 15 Years,BA,$58K-$123K,Ankara,Turkey,38.9637,35.2433,Temporary,40999,2022-09-23,Male,Dakota Torres,623-947-8900x378,Systems Engineer,Cloud Systems Engineer,FlexJobs,"As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability","Focus on cloud computing solutions, including AWS or Azure. Design, deploy, and manage cloud-based infrastructure and services. Optimize cloud resources and cost efficiency.",Ebay,E-commerce,Internet Services and Retailing,San Jose,California,95125,www.ebay.com,EBAY,Jamie Iannone
1220998,1923550195449912,3 to 12 Years,BCA,$55K-$116K,Kinshasa,Democratic Republic Of Congo,-4.0383,21.7587,Part-Time,45030,2022-05-30,Both,William Morales,503.558.3210,Paralegal,Corporate Paralegal,Monster,"Provide legal support to corporate legal teams, assist with mergers and acquisitions, and manage corporate records.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Corporate legal tasks Document drafting Compliance Corporate governance Contract management Due diligence Entity formation Communication with stakeholders Attention to detail Technology proficiency Legal software proficiency Legal research skills,"Support corporate legal matters, including mergers and acquisitions, contract drafting, and compliance. Maintain corporate records and filings. Assist in due diligence processes.",J.M. Smucker,Food & Beverage,Food Consumer Products,Orrville,Ohio,44667,www.jmsmucker.com,SJM,Mark T. Smucker
1540047,190284381208864,5 to 8 Years,BCA,$61K-$92K,Antananarivo,Madagascar,-18.8792,46.8451,Temporary,63857,2022-12-19,Both,Veronica Carter,(389)434-5205,Sales Consultant,Sales Trainer,SimplyHired,"Sales Trainers develop and deliver training programs to sales teams. They teach sales techniques, product knowledge, and communication skills to improve the performance and effectiveness of sales representatives.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Sales training Sales coaching Training program development Sales techniques Product knowledge Presentation skills,Train and onboard new sales team members. Develop training materials and sales scripts. Conduct sales coaching and performance evaluations.,BHP Group,Mining,Mining,Melbourne,VIC,3000,https://www.bhp.com/,BHP,Mike Henry
18192,1266027858642699,2 to 8 Years,MBA,$58K-$82K,Lom̩,Togo,8.6195,0.8248,Intern,56427,2023-03-15,Female,Anthony Crawford,001-724-747-4249x8898,Nurse Practitioner,Acute Care Nurse Practitioner,The Muse,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,"Specialize in acute care settings, managing complex medical conditions and critical illnesses. Collaborate with healthcare teams in hospital settings. Make critical medical decisions and interventions.",Tata Motors,Automotive,Automotive,Mumbai,Maharashtra,400018,https://www.tatamotors.com/,TATAMOTORS,Guenter Butschek
828393,2990221873521377,3 to 8 Years,MCA,$56K-$87K,Prague,Czech Republic,49.8175,15.473,Full-Time,54960,2022-10-30,Male,Jeffrey Adams,223-965-0229,Investment Banker,Financial Analyst,Internships.com,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Financial analysis Data analysis Financial modeling,"Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Create financial models and projections. Collaborate with clients on investment strategies.","Fidelity Investments, Inc.",Financial Services/Investment Management,Financial Services,Boston,MA,2210,https://www.fidelity.com/,,Abby Johnson
273429,1992191139607454,3 to 9 Years,PhD,$60K-$101K,Marigot,St. Martin (French part),18.0708,-63.0501,Part-Time,99968,2023-05-13,Male,Ruben Reyes,210.549.6077x936,Customer Support Specialist,Customer Success Manager,Stack Overflow Jobs,"Customer Success Managers focus on ensuring customer satisfaction and retention. They build relationships with clients, understand their needs, and work to maximize the value customers receive from products or services, ultimately driving customer success and loyalty.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Customer relationship management Onboarding and training Customer feedback analysis Retention strategies Cross-selling and upselling Strong communication and empathy Customer advocacy,"Build and maintain strong customer relationships, ensuring customer satisfaction and retention. Identify opportunities to upsell or cross-sell products or services. Gather and relay customer feedback to improve products.",Tata Motors,Automotive,Automotive,Mumbai,Maharashtra,400018,https://www.tatamotors.com/,TATAMOTORS,Guenter Butschek
316883,180821529721224,1 to 13 Years,M.Com,$61K-$88K,The City of Hamilton,Bermuda,32.3078,-64.7505,Intern,26265,2022-06-17,Male,Cindy Adams,8723902935,QA Engineer,QA Manager,Internships.com,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Quality assurance Process improvement Team leadership Problem-solving Quality control,"Lead and manage the QA team, including test planning, resource allocation, and test strategy development. Define quality standards and metrics. Oversee QA processes and continuous improvement efforts.",Avnet,Technology,Wholesalers: Electronics and Office Equipment,Phoenix,Arizona,85034,www.avnet.com,AVT,Philip R. Gallagher
73384,2837904440563662,2 to 12 Years,PhD,$57K-$95K,Moroni,Comoros,-11.6455,43.3333,Intern,128265,2022-06-20,Male,Kimberly Allen,979.653.5633x0837,Technical Writer,Documentation Specialist,CareerBuilder,"Documentation Specialists create and manage documents, manuals, or technical materials. They ensure accuracy, consistency, and accessibility of documentation.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Document management Recordkeeping Attention to detail Data entry Organizational skills,"Create technical documentation, manuals, and user guides for software, hardware, or products. Collaborate with subject matter experts and engineers. Ensure documentation accuracy and clarity.",Equitable Holdings,Insurance,"Insurance: Life, Health (Stock)",New York,New York,10104,www.equitableholdings.com,EQH,Mark Pearson
86690,1394930623266112,4 to 11 Years,B.Com,$65K-$98K,Ljubljana,Slovenia,46.1512,14.9955,Intern,31717,2023-02-19,Both,Nicholas Ellis,001-960-204-3325,Marketing Specialist,Digital Marketing Specialist,SimplyHired,"Digital Marketing Specialists create and execute online marketing campaigns. They utilize digital channels like social media, email, and SEO to reach target audiences, generate leads, and improve brand visibility and engagement.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Digital marketing strategy Social media marketing Content creation SEO (Search Engine Optimization) PPC advertising Analytics and reporting,"Develop and implement digital marketing campaigns across various channels, including SEO, SEM, and social media. Analyze campaign performance and adjust strategies for optimization. Manage digital advertising budgets.",General Motors,Automotive,Motor Vehicles & Parts,Detroit,Michigan,48265,www.gm.com,GM,Mary T. Barra
1334170,2185053548714069,1 to 10 Years,BBA,$56K-$117K,Apia,American Samoa,-14.271,-170.1322,Contract,62094,2023-08-22,Female,Albert Johnson,001-583-584-6191x675,UX Researcher,UX Strategist,Glassdoor,"Develop user experience (UX) strategies, create user journeys, and ensure user-centric design in product development.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",User experience strategy User journey mapping Design thinking,Develop UX strategies and roadmaps based on user research and business goals. Collaborate with design and development teams to implement UX enhancements. Conduct usability assessments of existing products.,JD Wetherspoon,Hospitality,Restaurants,Watford,,,www.jdwetherspoon.com,JDW.L,Tim Martin
931801,429568871751259,0 to 13 Years,BBA,$57K-$94K,Male,Maldives,3.2028,73.2207,Temporary,78456,2023-06-25,Both,Mary Robbins,(597)787-3517,Software Tester,Quality Assurance Analyst,The Muse,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing","Test software applications and systems to identify defects and ensure quality. Create test plans, test cases, and test scripts. Collaborate with development teams to resolve issues.",InterContinental Hotels Group,Hospitality,Hospitality/Hotels,Denham,,,www.ihgplc.com,IHG.L,Keith Barr
